WordSequence,Predicate,StartOfDialogueAgent,EndOfDialogueAgent,StartOfDialogue,EndOfDialogue
"['那位', '?色', '??', '的', '??', '?', ':', '「', '??', '?容', '」']",5,0,4,7,10
"['李玉春', '??', '?', '?七安', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['惜字如金', '的', '朱?孝', '?口', ',', '道', ':', '「', '??', '?容', '」']",5,0,2,7,10
"['?七安', '??', '了', '??', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?七安', '半惊?', '半', '感慨', '的', '?', ':', '「', '??', '?容', '」']",5,0,0,1,4
"['?七安', '比', '他', '更?', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?七安', '?辜', '的', '表情', ',', '道', ':', '「', '??', '?容', '」']",5,0,3,7,10
"['陶??', '被', '他', '的', '反?', '惊道', ':', '「', '??', '?容', '」']",5,2,4,7,10
"['蓄', '?山羊胡', '的', '老?', '大?', '?', ':', '「', '??', '?容', '」']",5,0,3,4,4
"['?七安', '提出', '??', '邀?', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['南?倩柔', '?于', '等到', '机?', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['魏?', '?息', '一', '?', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?公主', '加', '了', '把火', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?七安', '?辜', '的', '表情', ',', '道', ':', '「', '??', '?容', '」']",5,0,3,7,10
"['?七安', '用', '期待', '的', '?气', '?', ':', '「', '??', '?容', '」']",5,0,0,1,4
"['?七安', '微笑', '?', '打招呼', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['姜律中', '把', '自己', '的', '推?', '?', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?王?奈', '的', '笑', '了', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['守城', '的', '羽林?', '回答', ',', '道', ':', '「', '??', '?容', '」']",5,0,2,7,10
"['橘?', '歪', '了', '歪?', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['黑袍', '男子', '嘶?', '的', '?音', '?道', ':', '「', '??', '?容', '」']",5,0,4,7,10
"['?七安', '笑', '?', '??', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?七安', '感?', '?方?里', '有?', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?七安', '一下子', '振?', '起?', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['丫鬟', '吃', '了', '一惊', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?七安', '不', '太', '相信', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?千幻', '沉?', '的', '?气', ',', '道', ':', '「', '??', '?容', '」']",5,0,3,7,10
"['?七安', '惊?', '的', '朝外?望', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['姜律中', '笑', '?', '打趣', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['魏?', '平?', '的', '回复', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['褚采薇', '吃', '?', '??蹄子', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['褚采薇', '?', '听', '清楚', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['姜律中', '忽然', '?嘴', '了', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['三', '位', '金?看?', '他', ',', '道', ':', '「', '??', '?容', '」']",5,0,3,7,10
"['洗菜', '的', '?娘', '搭?', ',', '道', ':', '「', '??', '?容', '」']",5,0,2,7,10
"['?娘?', '惊?', '的', '?', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['低?', '擦拭', '佩刀', '的', '?平志', '?', ':', '「', '??', '?容', '」']",5,0,4,7,10
"['老', '吏?', '有些', '害怕', ',', '道', ':', '「', '??', '?容', '」']",5,0,1,7,10
"['褚采薇', '啄', '了', '啄?袋', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['宋卿', '抽', '了', '抽鼻翼', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?七安', '有些', '?以', '理解', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['??音', '?', '?', '小眉?', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['同?', '不怎么', '?字', '的', '?平志', '?', ':', '「', '??', '?容', '」']",5,0,4,7,10
"['宋廷?', '?持', '要', '?', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['??', '拍', '?', '桌子', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['她', '接?', '又', '低?喃喃', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?女', '???气', '的', '回答', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?七安', '表?', '了', '疑惑', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?巡?', '疑?', '的', '?气', ',', '道', ':', '「', '??', '?容', '」']",5,0,3,7,10
"['?七安', '?', '敢', '打包票', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?腮胡?子', '一口', '答?', '下?', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?巡?', '一??', '的', '??', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?七安', '恨?不成?', '的', '回?', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['?巡?', '?息', '一', '?', ',', '道', ':', '「', '??', '?容', '」']",5,0,0,7,10
"['一', '位', '官?', '下意?', '的', '?', ':', '「', '??', '?容', '」']",5,0,2,3,4
"['?二叔', '怀疑', '自己', '听?', '了', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '回?', '吃惊', '的', '同僚?', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['他', '搜刮肚?', '的', '想', '?法', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '在', '心里', '告?', '自己', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '心里', '?息', '一', '?', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['王捕???咧咧', '的', '?出', '了', '?衙', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['刑部', '?事中', '??', '??', '了', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['李慕白', '笑呵呵的', '?', '?', '山羊?', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '有些', '羡慕花里胡哨', '的', '?士', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,1,4
"['?七安', '?手', '把', '?主', '赶走', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '捕捉', '到', '了', '???', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['有', '?子', '?', '了', '出?', ',', '道', ':', '「', '??', '?容', '」']",6,1,1,8,11
"['?七安', '把', '目光', '?回', '碑文', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '心里', '有', '了', '猜?', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?二叔', '意外', '的', '看向', '侄儿', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?平志', '硬??皮', '?', '了', '酒屋', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '推', '了', '他', '一下', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '?切', '朱?孝', '的', '??', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '把', '她', '拉?', '浴桶', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '一?', '?口喊', '了', '出?', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安?口', '就', '喊', '出?', '了', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['那位', '??笑?', '招', '了', '招手', ',', '道', ':', '「', '??', '?容', '」']",6,0,1,8,11
"['?公主', '?', '了', '?', '??', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '回', '了', '她', '一眼', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '看', '了', '眼', '褚采薇', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?峰', '吐出', '一', '口', '?气', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '?异', '二叔', '的', '反?', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '??咧咧', '的', '走', '了', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?卒', '用', '棍子', '敲打', '??', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['年?', '与', '?七安', '差不多', '的', '七皇子', '?道', ':', '「', '??', '?容', '」']",6,0,5,8,11
"['?七安', '把', '香囊', '收到', '怀里', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '?予', '肯定', '的', '答复', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?', '位', '公主', '同?', '出?', ',', '道', ':', '「', '??', '?容', '」']",6,0,2,3,3
"['??', '看', '了', '二叔', '一?', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?娜拉扯', '一下', '哥哥', '的', '袖子', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['一', '位', '??', '匆匆', '?告', ',', '道', ':', '「', '??', '?容', '」']",6,0,2,8,11
"['?七安', '提出', '自己', '的', '要求', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['明?', '和', '浮香', '失?', '惊呼', ',', '道', ':', '「', '??', '?容', '」']",6,0,2,8,11
"['?公公', '?', '了', '一', '跳', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '在', '旁看', '的', '津津有味', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '?', '?', '褚采薇', '??', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['一', '位', '????', '的', '?气', ',', '道', ':', '「', '??', '?容', '」']",6,0,4,8,11
"['刑部', '尚?', '冷笑', '?', '??', ',', '道', ':', '「', '??', '?容', '」']",6,0,1,8,11
"['那?', '眯眯眼', '的', '??', '振振有?', ',', '道', ':', '「', '??', '?容', '」']",6,0,3,8,11
"['?七安', '提出', '自己', '的', '要求', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['宋廷?', '踢', '了', '?七安', '一?', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安心情', '??', '?松', '的', '笑?', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['姜律中', '不甚', '在意', '的', '笑?', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,1,3
"['他', '有些', '不确定', '的', '?口', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安任由', '他', '摘', '了', '香囊', ',', '道', ':', '「', '??', '?容', '」']",6,0,1,8,11
"['宋廷?', '和', '朱?孝', '?', '听懂', ',', '道', ':', '「', '??', '?容', '」']",6,0,2,8,11
"['?巡?', '?气', '里', '透?', '?佩', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['?七安', '以', '弟子', '身份', '行?', ',', '道', ':', '「', '??', '?容', '」']",6,0,0,8,11
"['小豆丁', '一', '?', '邀功', '的', '表情', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['?白衣', '?出', '?心', '求教', '的', '姿?', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['?珍珍', '?回', '是', '真的', '?', '听懂', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['王捕?', '吹', '?', '不要?', '的', '牛皮', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['另', '一', '位', '?子', '?与', '??', ',', '道', ':', '「', '??', '?容', '」']",7,0,3,9,12
"['周公子', '指?', '朱?令', '的', '鼻子', '破口大?', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['她', '指', '?', '一', '?', '木?', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['?七安?不?心不跳', '的', '把', '?', '甩?', '大眼美人', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['?七安', '真?', '的', '凝?', '?', '他', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['??', '重复', '?', '?', '句', '?', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['李玉春', '把', '??', '?', '了', '回?', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['里?', '似乎', '很', '畏?', '??', '女捕?', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['富家翁', '打扮', '的', '中年人', '回?', '片刻', ',', '道', ':', '「', '??', '?容', '」']",7,0,3,9,12
"['司天?', '的', '白衣?', '不咸不淡', '的', '回复', ',', '道', ':', '「', '??', '?容', '」']",7,0,2,9,12
"['???', '期待', '的', '看', '?', '他', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['褚采薇', '吃', '了', '一', '?', '糕?', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['宋廷?', '和', '朱?孝', '眼睛', '一', '亮', ',', '道', ':', '「', '??', '?容', '」']",7,0,2,9,12
"['女主人', '把', '孩子', '?', '在', '怀里', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['?青', '在', '心里', '惋惜', '的', '?口气', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['?人', '也', '?不', '太', '清楚', '了', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['?七安?', '不??', '的', '?', '位', '同僚', ',', '道', ':', '「', '??', '?容', '」']",7,0,5,9,12
"['做', '??', '的', '小', '宦官', '?命', ',', '道', ':', '「', '??', '?容', '」']",7,0,4,9,12
"['?七安', '?出', '一?', '暖男', '的', '微笑', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['二', '公主', '惊叫', '?', '砸入', '湖中', ',', '道', ':', '「', '??', '?容', '」']",7,0,1,9,12
"['魏?不', '忘', '?', '他', '灌?', '知?', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['活力四射', '的', '?安', '公主', '?', '了?眉', ',', '道', ':', '「', '??', '?容', '」']",7,0,3,9,12
"['??', '一指?戳', '的', '?玲月', '一?', '踉?', ',', '道', ':', '「', '??', '?容', '」']",7,0,3,9,12
"['天?婆婆', '看', '了', '眼??', '的', '傻姑娘', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['?七安', '正', '愁', '怎么', '回?', '救命之恩', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['始?', '以后背?', '人', '的', '白衣男子', '?异', '的', '?', ':', '「', '??', '?容', '」']",7,0,0,1,4
"['?千幻', '的', '?音', '拔高', '了', '几分', ',', '道', ':', '「', '??', '?容', '」']",7,0,2,9,12
"['魏?', '喝', '了', '一', '口', '茶', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['?七安', '?', '想到', '?方', '如何', '配合', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['?七安', '?量', '用', '平和', '的', '措?', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,1,1
"['屋?', '的', '白衣', '?士', '?', '异口同?', '的', '?', ':', '「', '??', '?容', '」']",7,0,4,5,6
"['?玲月', '?', '一下', '母?', '的', '手臂', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['宋廷?', '斜', '了', '他', '一', '眼', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['?七安', '摸', '了摸', '她', '的', '?袋', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['?玲月', '委屈', '又', '撒?', '的', '?气', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['?巡?', '把', '?子', '接', '了', '下?', ',', '道', ':', '「', '??', '?容', '」']",7,0,0,9,12
"['一', '位', '??', '操作', '的', '白衣?金??', '哀?', ',', '道', ':', '「', '??', '?容', '」']",8,0,5,10,13
"['她', '含糊不清', '的', '叫', '了', '一', '?', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['?新年', '?行', '?', '人生里', '第N', '次', '自省', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['?七安', '?', '自己', '拿手', '的', '??', '入?', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['宋廷?', '拍', '了', '拍', '?七安', '的', '肩膀', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['?二叔', '打消', '了', '教?', '侄儿', '的', '念?', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['?七安', '用', '肘子', '捅', '了', '她', '一下', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['?七安', '差?', '控制', '不住', '自己', '的', '表情', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['?七安', '真?', '的', '凝?', '?', '二', '公主', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['太子', '提起', '了', '下午', '?生', '的', '事', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['??', '翻', '了', '?', '?媚', '的', '白眼', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['魏?', '??', '了', '??', '小??屏退左右', '的', '要求', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['?七安', '?上', '?', '?', '?惑', '的', '笑容', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['四', '位', '金?面?表情', '的', '盯', '?', '他', ',', '道', ':', '「', '??', '?容', '」']",8,0,3,10,13
"['另', '一', '位', '妖冶多情', '的', '花魁', '??媚眼', ',', '道', ':', '「', '??', '?容', '」']",8,0,5,10,13
"['?', '低?', '念?', '了', '一', '句', '法?', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['元景帝', '貌似', '?意', '的', '提', '了', '一嘴', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['几', '位', '花魁', '立刻', '?', '了', '?趣', ',', '道', ':', '「', '??', '?容', '」']",8,0,2,10,13
"['一', '位', '??冷笑', '?', '和', '??', '的', '官?', '?', ':', '「', '??', '?容', '」']",8,0,7,10,13
"['?七安', '把', '??香菇', '倒?', '大缸', '里', '浸泡', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['?七安', '向', '?', '位', '同僚', '?起', '邀?', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['宋卿', '摸', '了', '摸', '褚采薇', '的', '?袋', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['怀?', '听到', '了', '一?', '陌生', '的', '??', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['?巡?', '用力', '拍', '?', '?七安', '的', '肩膀', ',', '道', ':', '「', '??', '?容', '」']",8,0,0,10,13
"['吏?', '?', '之前', '拔下?', '的', '八品', '武官?袍', '奉上', ',', '道', ':', '「', '??', '?容', '」']",9,0,0,11,14
"['?七安', '??', '一?', '踢', '在', '她', '小屁股蛋', '上', ',', '道', ':', '「', '??', '?容', '」']",9,0,0,11,14
"['?七安', '充分', '??', '他', '的', '??', '推理', '能力', ',', '道', ':', '「', '??', '?容', '」']",9,0,0,11,14
"['?', '小姐', '?出', '一', '?', '?望', '的', '哀?', ',', '道', ':', '「', '??', '?容', '」']",9,0,1,11,14
"['李玉春', '?短', '的', '交代', '了', '事情', '的', '??', ',', '道', ':', '「', '??', '?容', '」']",9,0,0,11,14
"['二叔', '爽朗', '的', '笑?', '卡', '在', '喉?', '里', ',', '道', ':', '「', '??', '?容', '」']",9,0,3,11,14
"['?七安', '?', '?', '死者', '走', '了', '一', '圈', ',', '道', ':', '「', '??', '?容', '」']",9,0,0,11,14
"['朱?孝', '揭穿', '了', '多年', '好友', '的', '??', '心思', ',', '道', ':', '「', '??', '?容', '」']",9,0,0,11,14
"['?七安', '??咧咧', '的', '在', '囚服', '上', '擦', '了擦手', ',', '道', ':', '「', '??', '?容', '」']",9,0,0,1,2
"['?公公', '?', '袖子', '里', '取出', '一', '本', '薄薄的?子', ',', '道', ':', '「', '??', '?容', '」']",9,0,0,11,14
"['?七安', '猜?', '?方', '是', '?正', '的', '某位', '弟子', ',', '道', ':', '「', '??', '?容', '」']",9,0,0,11,14
"['?七安', '把', '怀里', '的', '名?', '拍', '在', '桌上', ',', '道', ':', '「', '??', '?容', '」']",9,0,0,11,14
"['宋廷?', '和', '朱?孝', '?得', '??', '?法', '很', '?', ',', '道', ':', '「', '??', '?容', '」']",9,0,2,11,14
"['??泰', '目光', '落', '在', '?七安', '手里', '的', '文?', ',', '道', ':', '「', '??', '?容', '」']",9,0,7,11,14
"['小豆丁', '想起', '了', '自己', '前', '些', '日子', '的', '遭遇', ',', '道', ':', '「', '??', '?容', '」']",10,0,0,12,15
"['??音', '自告?勇', '的', '?', '?', '小短腿', '??', '花圃', '里', ',', '道', ':', '「', '??', '?容', '」']",10,0,0,12,15
"['?青', '也', '是', '去', '桑泊', '勘察', '?', '??', '的', ',', '道', ':', '「', '??', '?容', '」']",10,0,0,12,15
"['?七安', '把', '昨天', '的', '事', '??', '大眼睛', '姑娘', '听', ',', '道', ':', '「', '??', '?容', '」']",10,0,0,12,15
"['?七安生怕', '?', '位', '逼格??', '的', '高人', '出手', '??', '妖女', ',', '道', ':', '「', '??', '?容', '」']",10,0,5,12,15
"['褚采薇', '??法似的', '?', '鹿皮腰袋', '里', '摸出', '一', '把', '蜜?', ',', '道', ':', '「', '??', '?容', '」']",10,0,0,12,15
"['魏?', '?有', '解?', '?什么', '?党', '要', '和', '他', '??', ',', '道', ':', '「', '??', '?容', '」']",10,0,0,3,3
"['??音', '既', '害怕', '又', '向往', '的', '啄', '?', '?瓜', ',', '道', ':', '「', '??', '?容', '」']",10,0,0,12,15
"['?新年', '?', '父?', '告之', '的', '事', '复述', '了', '一', '遍', ',', '道', ':', '「', '??', '?容', '」']",11,0,0,13,16
"['被', '??玉姐姐', '的', '女子', '拉扯', '了', '一下', '她', '的', '衣袖', ',', '道', ':', '「', '??', '?容', '」']",11,0,3,13,16
"['店家', '?色', '?白', '的', '呼?', '打?', '了', '沉思', '的', '?七安', ',', '道', ':', '「', '??', '?容', '」']",11,0,4,13,16
"['一', '位', '??', '用', '刀鞘拍', '了', '一下', '宋廷?', '的', '大腿', ',', '道', ':', '「', '??', '?容', '」']",11,0,2,13,16
"['?二叔', '把', '??', '?吃', '的', '那', '只', '橘子', '?', '?去', ',', '道', ':', '「', '??', '?容', '」']",11,0,0,13,16
"['?二叔', '表示', '自己', '不', '是', '那种', '留?', '?花之', '地', '的', '人', ',', '道', ':', '「', '??', '?容', '」']",12,2,2,14,17
"['李玉春', '把', '下?', '到', '他', '?里', '的', '文?', '?', '三', '人', '看', ',', '道', ':', '「', '??', '?容', '」']",13,0,0,15,18
"['??音', '?法', '接受', '自己', '舍不得', '吃', '的', '?腿', '是', '自己', '吃掉', '的', '事?', ',', '道', ':', '「', '??', '?容', '」']",14,0,0,16,19
"['宋卿', '?', '?七安', '的', '眼神', '里', '看到', '了', '‘', '平平?奇', '’', '四', '?', '字', ',', '道', ':', '「', '??', '?容', '」']",15,0,0,17,20
"['李玉春', '看', '了', '眼', '原本', '是', '自己', '下?', '?在', '自己', '成', '了', '他', '下?', '的', '下?', ',', '道', ':', '「', '??', '?容', '」']",17,0,0,19,22
